Date,Open,High,Low,Close,Adj Close,Volume
2020-02-14,10854.459961,11017.650391,10822.129883,10916.309570,10916.309570,1870400
2020-02-17,10974.929688,11241.500000,10974.929688,11241.500000,11241.500000,2168300
2020-02-18,11306.490234,11306.490234,11306.490234,11306.490234,11306.490234,0
2020-02-19,11300.160156,11387.990234,11229.549805,11235.599609,11235.599609,2339600
2020-02-20,11509.089844,11509.089844,11509.089844,11509.089844,11509.089844,0
2020-02-21,11506.669922,11727.889648,11493.629883,11629.700195,11629.700195,2674700
2020-02-24,11620.629883,11809.750000,11548.410156,11772.379883,11772.379883,2774300
2020-02-25,11856.080078,11856.080078,11856.080078,11856.080078,11856.080078,0
2020-02-26,11497.549805,11497.549805,11497.549805,11497.549805,11497.549805,0
2020-02-27,11555.820313,11684.500000,11401.320313,11534.019531,11534.019531,2464500
2020-02-28,11150.660156,11338.349609,10962.240234,10980.769531,10980.769531,2800200
2020-03-02,11381.759766,11381.759766,11381.759766,11381.759766,11381.759766,0
2020-03-03,11597.660156,11734.179688,11378.759766,11484.209961,11484.209961,2659900
2020-03-04,11493.019531,11493.019531,11493.019531,11493.019531,11493.019531,0
2020-03-05,11644.410156,11739.839844,11521.290039,11711.370117,11711.370117,2529900
2020-03-06,11555.459961,11690.200195,11541.780273,11582.820313,11582.820313,2136600
2020-03-09,11363.790039,11407.469727,11100.910156,11108.549805,11108.549805,2489100
2020-03-10,11016.919922,11406.299805,10916.950195,11403.469727,11403.469727,2412300
2020-03-11,11436.440430,11444.780273,11197.089844,11200.049805,11200.049805,2046700
2020-03-12,11022.400391,11070.410156,10842.379883,10941.009766,10941.009766,1869800
2020-03-13,10382.219727,10956.509766,10380.169922,10831.129883,10831.129883,2245600
2020-03-16,10867.660156,10867.660156,10217.929688,10253.280273,10253.280273,2261500
2020-03-17,10337.919922,10449.330078,9885.860352,10202.750000,10202.750000,1957500
2020-03-18,10294.959961,10479.780273,10029.570313,10029.570313,10029.570313,1974900
2020-03-19,10023.120117,10101.799805,9719.490234,10019.860352,10019.860352,1933200
2020-03-20,10150.780273,10174.509766,9964.290039,10150.129883,10150.129883,1583700
2020-03-23,9828.900391,9929.959961,9659.349609,9691.530273,9691.530273,1634700
2020-03-24,9900.219727,9945.919922,9634.969727,9921.679688,9921.679688,1692200
2020-03-25,10171.469727,10255.580078,10111.360352,10241.080078,10241.080078,1809200
2020-03-26,10161.940430,10281.570313,10112.620117,10155.360352,10155.360352,1555200
2020-03-27,10300.620117,10310.530273,10105.719727,10109.910156,10109.910156,1423400
2020-03-30,9953.040039,9985.379883,9791.019531,9904.950195,9904.950195,1502800
2020-03-31,10008.030273,10047.980469,9925.679688,9962.299805,9962.299805,1317900
2020-04-01,9967.120117,10127.099609,9927.919922,9951.839844,9951.839844,1488300
2020-04-02,9910.379883,10179.200195,9896.650391,10179.200195,10179.200195,1445500
2020-04-03,10155.559570,10212.910156,10069.639648,10110.110352,10110.110352,1321800
2020-04-07,10312.709961,10441.740234,10296.719727,10428.910156,10428.910156,1706400
2020-04-08,10372.759766,10426.400391,10344.440430,10386.549805,10386.549805,1538400
2020-04-09,10453.860352,10485.299805,10401.169922,10463.049805,10463.049805,1386700
2020-04-10,10459.700195,10509.000000,10265.879883,10298.410156,10298.410156,1449200
2020-04-13,10225.530273,10295.169922,10173.120117,10223.160156,10223.160156,1145300
2020-04-14,10300.959961,10475.709961,10276.370117,10475.709961,10475.709961,1383600
2020-04-15,10468.459961,10528.730469,10404.509766,10417.370117,10417.370117,1547600
2020-04-16,10361.769531,10489.129883,10346.110352,10470.790039,10470.790039,1383300
2020-04-17,10562.900391,10624.540039,10507.799805,10527.990234,10527.990234,1711500
2020-04-20,10553.549805,10621.500000,10523.589844,10621.500000,10621.500000,1421200
2020-04-21,10577.719727,10577.719727,10394.440430,10506.860352,10506.860352,1464300
2020-04-22,10424.450195,10617.190430,10409.849609,10617.190430,10617.190430,1297100
2020-04-23,10657.400391,10667.009766,10557.940430,10564.049805,10564.049805,1421400
2020-04-24,10565.089844,10577.030273,10388.660156,10423.459961,10423.459961,1352700
2020-04-27,10449.129883,10531.389648,10367.290039,10452.169922,10452.169922,1236200
2020-04-28,10477.759766,10547.750000,10194.150391,10501.150391,10501.150391,1590300
2020-04-29,10460.990234,10586.570313,10449.370117,10514.169922,10514.169922,1186200
2020-04-30,10575.519531,10751.750000,10575.519531,10721.780273,10721.780273,1596700
2020-05-06,10618.169922,10884.339844,10613.889648,10883.219727,10883.219727,1680000
2020-05-07,10899.919922,10926.830078,10832.089844,10863.290039,10863.290039,1485300
2020-05-08,10923.610352,11054.309570,10904.879883,11001.580078,11001.580078,1546500
2020-05-11,11053.820313,11096.280273,10902.599609,10969.280273,10969.280273,1568100
2020-05-12,10972.049805,11018.929688,10871.610352,11015.559570,11015.559570,1328100
2020-05-13,10978.309570,11096.620117,10954.690430,11074.589844,11074.589844,1274100
2020-05-14,11026.709961,11047.379883,10955.540039,10962.150391,10962.150391,1367700
2020-05-15,11013.160156,11039.679688,10919.540039,10964.889648,10964.889648,1373500
2020-05-18,10969.080078,11017.500000,10858.459961,10921.150391,10921.150391,1617400
2020-05-19,11023.429688,11052.849609,10978.719727,11052.849609,11052.849609,1311500
2020-05-20,11056.980469,11056.980469,10914.750000,10948.480469,10948.480469,1491700
2020-05-21,10999.070313,11007.139648,10818.790039,10845.400391,10845.400391,1365000
2020-05-22,10832.910156,10832.910156,10559.299805,10604.969727,10604.969727,1273400
2020-05-25,10602.469727,10629.610352,10532.860352,10592.839844,10592.839844,980400
2020-05-26,10655.980469,10816.709961,10647.250000,10815.429688,10815.429688,1065600
2020-05-27,10823.240234,10823.240234,10657.809570,10682.700195,10682.700195,1129900
2020-05-28,10680.870117,10727.990234,10505.790039,10653.490234,10653.490234,1156400
2020-05-29,10615.139648,10764.870117,10588.740234,10746.080078,10746.080078,1210300
2020-06-01,10837.490234,11123.190430,10837.490234,11102.150391,11102.150391,1744300
2020-06-02,11133.620117,11146.849609,11059.190430,11112.500000,11112.500000,1908300
2020-06-03,11154.639648,11204.519531,11100.690430,11108.360352,11108.360352,1847200
2020-06-04,11146.290039,11165.139648,11080.509766,11139.259766,11139.259766,1479200
2020-06-05,11153.269531,11180.599609,11087.250000,11180.599609,11180.599609,1361300
2020-06-08,11266.929688,11340.030273,11195.849609,11215.759766,11215.759766,1603200
2020-06-09,11238.440430,11303.540039,11195.000000,11284.240234,11284.240234,1426600
2020-06-10,11296.129883,11338.240234,11249.429688,11335.860352,11335.860352,1381900
2020-06-11,11328.099609,11405.009766,11180.750000,11243.620117,11243.620117,1582200
2020-06-12,11017.150391,11306.139648,11003.320313,11251.709961,11251.709961,1552800
2020-06-15,11241.259766,11353.160156,11192.269531,11192.269531,11192.269531,1689200
2020-06-16,11312.809570,11398.969727,11293.900391,11398.969727,11398.969727,1528000
2020-06-17,11421.030273,11421.030273,11330.370117,11420.839844,11420.839844,1563000
2020-06-18,11416.080078,11503.379883,11397.570313,11494.549805,11494.549805,1735900
2020-06-19,11505.690430,11694.889648,11500.530273,11668.129883,11668.129883,1643900
2020-06-22,11680.410156,11756.860352,11658.809570,11702.440430,11702.440430,1746900
2020-06-23,11711.280273,11796.410156,11651.830078,11794.009766,11794.009766,1582600
2020-06-24,11813.360352,11854.990234,11760.469727,11813.530273,11813.530273,1425100
2020-06-29,11780.650391,11814.639648,11695.450195,11752.360352,11752.360352,1495700
2020-06-30,11828.530273,12013.599609,11827.759766,11992.349609,11992.349609,1509600
2020-07-01,12024.839844,12130.299805,11945.889648,12112.959961,12112.959961,1819600
2020-07-02,12095.849609,12278.830078,12055.950195,12269.490234,12269.490234,2386700
2020-07-03,12295.620117,12433.679688,12232.700195,12433.259766,12433.259766,2558700
2020-07-06,12519.500000,12945.709961,12519.500000,12941.719727,12941.719727,3341900
2020-07-07,13084.650391,13407.190430,12997.169922,13163.980469,13163.980469,3635400
2020-07-08,13170.200195,13428.940430,13059.240234,13406.370117,13406.370117,3144100
2020-07-09,13399.469727,13792.629883,13385.429688,13754.740234,13754.740234,3517800
2020-07-10,13662.379883,13831.610352,13599.030273,13671.240234,13671.240234,3203400
2020-07-13,13699.219727,14149.139648,13699.219727,14149.139648,14149.139648,3305000
2020-07-14,14121.330078,14151.000000,13698.269531,13996.459961,13996.459961,3314700
2020-07-15,14017.929688,14077.559570,13646.660156,13734.129883,13734.129883,2945000
2020-07-16,13731.280273,13853.440430,12966.320313,12996.339844,12996.339844,2913100
2020-07-17,13002.839844,13315.440430,12916.080078,13114.940430,13114.940430,2248500
2020-07-20,13303.799805,13448.849609,13032.400391,13448.849609,13448.849609,2345500
2020-07-21,13480.389648,13572.929688,13396.580078,13536.169922,13536.169922,2158000
2020-07-22,13507.349609,13816.669922,13459.879883,13657.030273,13657.030273,2307800
2020-07-23,13661.500000,13661.500000,13661.500000,13661.500000,13661.500000,0
2020-07-24,13547.809570,13602.790039,12868.950195,12935.700195,12935.700195,2458100
2020-07-27,13013.769531,13093.839844,12838.870117,12976.870117,12976.870117,1670800
2020-07-28,13107.429688,13196.620117,13022.820313,13147.349609,13147.349609,1602100
2020-07-29,13117.190430,13557.440430,13085.950195,13557.440430,13557.440430,1885100
2020-07-30,13595.769531,13619.490234,13432.129883,13466.849609,13466.849609,1941900
2020-07-31,13464.209961,13748.030273,13399.860352,13637.879883,13637.879883,2078900
2020-08-03,13771.740234,13964.559570,13712.980469,13964.559570,13964.559570,2403100
2020-08-04,13966.730469,14012.709961,13779.219727,13860.459961,13860.459961,2299300
2020-08-05,13859.320313,13993.669922,13726.620117,13960.929688,13960.929688,2032000
2020-08-06,13972.299805,13972.299805,13661.839844,13863.129883,13863.129883,2358400
2020-08-07,13813.759766,13847.200195,13411.669922,13648.500000,13648.500000,2192900
2020-08-10,13576.320313,13752.290039,13453.950195,13657.309570,13657.309570,1878100
2020-08-11,13668.309570,13811.519531,13450.230469,13466.269531,13466.269531,1890000
2020-08-12,13437.570313,13471.820313,13026.009766,13308.519531,13308.519531,1863600
2020-08-13,13373.160156,13392.349609,13254.389648,13291.320313,13291.320313,1556700
2020-08-14,13272.709961,13495.969727,13242.780273,13489.009766,13489.009766,1554000
2020-08-17,13542.009766,13756.610352,13490.639648,13742.230469,13742.230469,2271300
2020-08-18,13748.519531,13813.019531,13692.070313,13768.169922,13768.169922,1959000
2020-08-19,13741.269531,13741.269531,13472.959961,13480.849609,13480.849609,1947600
2020-08-20,13387.820313,13476.070313,13270.120117,13320.919922,13320.919922,1570000
2020-08-21,13445.959961,13547.790039,13373.719727,13478.000000,13478.000000,1568900
2020-08-24,13565.280273,13708.120117,13418.959961,13666.690430,13666.690430,1735200
2020-08-25,13692.469727,13788.490234,13620.620117,13669.410156,13669.410156,1678700
2020-08-26,13680.589844,13717.900391,13376.660156,13428.400391,13428.400391,1705100
2020-08-27,13465.889648,13548.660156,13348.450195,13535.089844,13535.089844,1363300
2020-08-28,13509.370117,13868.299805,13483.280273,13851.320313,13851.320313,1648300
2020-08-31,13929.750000,13994.139648,13755.360352,13758.230469,13758.230469,1847100
2020-09-01,13729.389648,13849.660156,13662.690430,13849.660156,13849.660156,1455500
2020-09-02,13881.070313,13944.160156,13737.830078,13887.429688,13887.429688,1800200
2020-09-03,13871.269531,13933.419922,13722.580078,13772.370117,13772.370117,1622300
2020-09-04,13501.910156,13680.059570,13487.690430,13656.660156,13656.660156,1409300
2020-09-07,13633.509766,13714.320313,13232.240234,13284.030273,13284.030273,1802400
2020-09-08,13315.150391,13351.570313,13118.940430,13293.330078,13293.330078,1637100
2020-09-09,13107.980469,13122.759766,12778.429688,12861.750000,12861.750000,1951400
2020-09-10,13001.379883,13068.230469,12709.750000,12742.849609,12742.849609,1696400
2020-09-11,12711.089844,12952.469727,12702.620117,12942.950195,12942.950195,1282500
2020-09-14,13024.559570,13107.280273,12921.759766,13021.990234,13021.990234,1370500
2020-09-15,13032.280273,13148.169922,12976.030273,13143.459961,13143.459961,1212700
2020-09-16,13123.500000,13137.719727,12947.049805,13011.280273,13011.280273,1192800
2020-09-17,12970.339844,13113.769531,12870.990234,13015.190430,13015.190430,1221700
2020-09-18,13026.110352,13253.679688,12987.589844,13245.089844,13245.089844,1489800
2020-09-21,13280.009766,13289.599609,13135.240234,13149.500000,13149.500000,1346100
2020-09-22,13052.080078,13212.240234,12981.969727,13023.429688,13023.429688,1275000
2020-09-23,13044.809570,13148.940430,12991.660156,13110.070313,13110.070313,1099100
2020-09-24,13018.299805,13044.379883,12816.610352,12816.610352,12816.610352,1251500
2020-09-25,12876.080078,12919.610352,12764.259766,12814.169922,12814.169922,988200
2020-09-28,12860.089844,12890.900391,12752.389648,12760.929688,12760.929688,903400
2020-09-29,12843.230469,12966.849609,12798.650391,12900.700195,12900.700195,959500
2020-09-30,12948.969727,13040.040039,12834.769531,12907.450195,12907.450195,965000
2020-10-09,13161.360352,13323.809570,13145.750000,13289.259766,13289.259766,1245300
2020-10-12,13386.339844,13708.070313,13382.700195,13708.070313,13708.070313,1720200
2020-10-13,13678.620117,13820.559570,13622.950195,13798.580078,13798.580078,1303600
2020-10-14,13781.559570,13781.780273,13664.730469,13691.040039,13691.040039,1378500
2020-10-15,13702.830078,13737.080078,13617.080078,13624.889648,13624.889648,1258800
2020-10-16,13611.910156,13665.580078,13439.879883,13532.730469,13532.730469,1134800
2020-10-19,13638.780273,13660.540039,13393.019531,13421.190430,13421.190430,1173900
2020-10-20,13417.219727,13603.879883,13371.549805,13603.879883,13603.879883,1040400
2020-10-21,13613.870117,13613.870117,13396.540039,13467.910156,13467.910156,1011600
2020-10-22,13419.389648,13435.410156,13252.059570,13396.179688,13396.179688,1000000
2020-10-23,13405.530273,13487.110352,13110.019531,13128.459961,13128.459961,947400
2020-10-26,13056.299805,13242.629883,12922.589844,13191.250000,13191.250000,899800
2020-10-27,13159.370117,13291.799805,13146.549805,13269.650391,13269.650391,927600
2020-10-28,13273.500000,13438.469727,13188.660156,13388.099609,13388.099609,1089100
2020-10-29,13219.889648,13582.309570,13200.780273,13519.660156,13519.660156,1181300
2020-10-30,13544.290039,13550.360352,13204.250000,13236.599609,13236.599609,1317700
2020-11-02,13269.969727,13462.419922,13258.160156,13420.959961,13420.959961,1354400
2020-11-03,13476.580078,13592.919922,13414.000000,13580.040039,13580.040039,1286400
2020-11-04,13586.330078,13691.690430,13544.830078,13659.500000,13659.500000,1112100
2020-11-05,13802.179688,13894.259766,13728.639648,13894.259766,13894.259766,1401600
2020-11-06,13932.410156,13932.410156,13708.750000,13838.419922,13838.419922,1483100
2020-11-09,13934.370117,14197.849609,13934.370117,14141.150391,14141.150391,1902600
2020-11-10,14121.690430,14121.690430,13908.209961,13993.339844,13993.339844,1648600
2020-11-11,13925.440430,13981.990234,13715.440430,13720.169922,13720.169922,1509200
2020-11-12,13789.299805,13846.870117,13724.339844,13792.070313,13792.070313,1202800
2020-11-13,13755.290039,13802.709961,13620.889648,13754.549805,13754.549805,1241600
2020-11-16,13811.849609,13850.830078,13669.250000,13850.830078,13850.830078,1416300
2020-11-17,13843.009766,13843.009766,13628.820313,13732.519531,13732.519531,1530800
2020-11-18,13710.019531,13773.580078,13602.690430,13658.200195,13658.200195,1457000
2020-11-19,13633.969727,13812.780273,13578.330078,13777.450195,13777.450195,1342200
2020-11-20,13789.980469,13865.719727,13773.209961,13852.419922,13852.419922,1311700
2020-11-23,13871.709961,14021.500000,13795.919922,13955.280273,13955.280273,1795400
2020-11-24,13958.009766,13962.339844,13848.910156,13902.540039,13902.540039,1545700
2020-11-25,13923.660156,13933.790039,13656.089844,13656.089844,13656.089844,1566300
2020-11-26,13651.429688,13692.730469,13452.679688,13599.990234,13599.990234,1305000
2020-11-27,13627.860352,13690.879883,13542.679688,13690.879883,13690.879883,1288200
2020-11-30,13720.679688,13815.490234,13634.160156,13670.110352,13670.110352,1868100
2020-12-01,13650.389648,13940.900391,13646.690430,13930.370117,13930.370117,1788300
2020-12-02,13950.740234,13991.450195,13858.450195,13961.580078,13961.580078,1850300
2020-12-03,13955.980469,14009.509766,13889.620117,13970.679688,13970.679688,1781000
2020-12-04,13933.879883,14049.209961,13903.839844,14026.660156,14026.660156,1424800
2020-12-07,14021.160156,14054.879883,13958.740234,13973.480469,13973.480469,1400600
2020-12-08,14000.870117,14040.500000,13942.660156,13973.889648,13973.889648,1233800
2020-12-09,13998.620117,14017.349609,13710.860352,13716.530273,13716.530273,1412600
2020-12-10,13672.049805,13814.799805,13621.129883,13731.339844,13731.339844,1206600
2020-12-11,13767.480469,13771.959961,13431.549805,13555.139648,13555.139648,1488200
2020-12-14,13583.190430,13695.320313,13511.780273,13692.129883,13692.129883,1132700
2020-12-15,13682.280273,13783.040039,13641.719727,13763.309570,13763.309570,1081800
2020-12-16,13791.410156,13807.179688,13709.799805,13751.089844,13751.089844,1106100
2020-12-17,13746.280273,13901.830078,13688.830078,13889.870117,13889.870117,1297300
2020-12-18,13911.830078,13939.929688,13806.620117,13854.120117,13854.120117,1220400
2020-12-21,13858.660156,14134.849609,13819.700195,14134.849609,14134.849609,1468600
2020-12-22,14085.290039,14172.769531,13872.500000,13882.299805,13882.299805,1618600
2020-12-23,13912.519531,14078.129883,13897.110352,14015.019531,14015.019531,1544300
2020-12-24,13998.360352,14048.620117,13867.660156,13915.570313,13915.570313,1360400
2020-12-25,13879.240234,14017.059570,13835.519531,14017.059570,14017.059570,1320000
2020-12-28,14020.950195,14112.589844,13959.139648,14044.099609,14044.099609,1494900
2020-12-29,14042.790039,14082.500000,13915.889648,13970.209961,13970.209961,1521700
2020-12-30,13970.450195,14208.679688,13968.089844,14201.570313,14201.570313,1531700
2020-12-31,14226.284180,14476.547852,14226.284180,14470.683594,14470.683594,3949272854
